user_id,content_id,is_watched,is_liked,is_commented,is_shared,like_percentage,comment_percentage,share_percentage,cluster
2,320,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
59,272,0,0,1,0,-0.5681120689115885,1.7228621442976708,-0.5989120572049601,2
99,241,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
19,476,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
40,401,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
55,57,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
73,379,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
80,232,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
38,422,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
87,357,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
98,78,0,0,1,0,-0.5681120689115885,1.7228621442976708,-0.5989120572049601,2
31,119,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
60,421,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
39,89,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
56,352,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
8,234,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
85,24,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
26,438,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
9,225,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
33,421,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
20,357,1,0,1,0,-0.5681120689115885,-0.5804294923078024,-0.5989120572049601,1
94,179,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
77,316,1,1,1,1,-0.5681120686787556,-0.5804294923078024,-0.5989120569780995,1
5,27,0,1,0,0,1.7602160821154045,-0.5804294925381316,-0.5989120572049601,4
79,89,0,1,0,1,1.7602160821154045,-0.5804294925381316,1.669694219873444,4
55,495,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
8,407,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
44,463,1,1,1,1,-0.5681120686787556,-0.5804294923078024,-0.5989120569780995,1
7,231,0,1,0,0,1.7602160821154045,-0.5804294925381316,-0.5989120572049601,4
91,62,0,1,0,1,1.7602160821154045,-0.5804294925381316,1.669694219873444,4
53,314,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
35,441,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
95,19,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
66,11,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
31,410,0,0,1,0,-0.5681120689115885,1.7228621442976708,-0.5989120572049601,2
2,485,0,1,0,1,1.7602160821154045,-0.5804294925381316,1.669694219873444,4
21,336,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
35,72,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
25,321,0,0,1,0,-0.5681120689115885,1.7228621442976708,-0.5989120572049601,2
34,133,1,1,1,1,-0.5681120686787556,-0.5804294923078024,-0.5989120569780995,1
27,119,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
37,435,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
69,299,0,0,1,0,-0.5681120689115885,1.7228621442976708,-0.5989120572049601,2
88,183,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
47,218,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
39,250,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
10,316,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
5,34,1,1,1,1,-0.5681120686787556,-0.5804294923078024,-0.5989120569780995,1
69,446,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
28,54,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
63,287,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
9,386,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
32,270,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
78,19,0,1,0,0,1.7602160821154045,-0.5804294925381316,-0.5989120572049601,4
53,225,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
79,12,1,0,1,0,-0.5681120689115885,-0.5804294923078024,-0.5989120572049601,1
59,40,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
67,4,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
10,34,0,0,1,0,-0.5681120689115885,1.7228621442976708,-0.5989120572049601,2
92,388,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
12,26,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
21,144,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
23,348,0,0,1,0,-0.5681120689115885,1.7228621442976708,-0.5989120572049601,2
77,293,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
90,229,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
85,493,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
34,173,0,1,0,0,1.7602160821154045,-0.5804294925381316,-0.5989120572049601,4
99,37,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
62,175,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
32,240,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
61,194,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
88,353,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
5,483,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
92,207,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
39,225,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
46,42,1,0,1,0,-0.5681120689115885,-0.5804294923078024,-0.5989120572049601,1
75,451,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
80,332,0,1,0,0,1.7602160821154045,-0.5804294925381316,-0.5989120572049601,4
12,419,0,1,0,1,1.7602160821154045,-0.5804294925381316,1.669694219873444,4
64,449,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
21,143,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
4,306,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
25,479,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
57,462,1,0,1,0,-0.5681120689115885,-0.5804294923078024,-0.5989120572049601,1
10,333,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
77,188,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
1,198,0,0,1,0,-0.5681120689115885,1.7228621442976708,-0.5989120572049601,2
8,278,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
53,15,0,1,0,1,1.7602160821154045,-0.5804294925381316,1.669694219873444,4
55,336,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
80,45,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
34,472,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
95,302,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
60,477,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
60,334,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
47,418,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
35,396,1,0,1,0,-0.5681120689115885,-0.5804294923078024,-0.5989120572049601,1
20,137,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
5,374,1,0,1,0,-0.5681120689115885,-0.5804294923078024,-0.5989120572049601,1
96,431,1,1,1,1,-0.5681120686787556,-0.5804294923078024,-0.5989120569780995,1
61,489,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
43,281,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
98,174,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
33,251,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
25,92,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
47,142,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
3,197,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
81,429,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
75,226,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
29,35,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
42,221,1,0,1,0,-0.5681120689115885,-0.5804294923078024,-0.5989120572049601,1
79,298,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
13,473,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
88,221,0,1,0,0,1.7602160821154045,-0.5804294925381316,-0.5989120572049601,4
73,404,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
6,33,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
58,124,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
88,311,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
58,347,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
44,118,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
1,314,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
24,27,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
5,418,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
44,298,1,1,1,1,-0.5681120686787556,-0.5804294923078024,-0.5989120569780995,1
63,170,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
4,338,0,1,0,0,1.7602160821154045,-0.5804294925381316,-0.5989120572049601,4
21,242,1,1,1,1,-0.5681120686787556,-0.5804294923078024,-0.5989120569780995,1
76,82,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
75,194,0,1,0,1,1.7602160821154045,-0.5804294925381316,1.669694219873444,4
58,488,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
17,234,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
87,423,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
46,390,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
94,148,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
74,211,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
90,75,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
93,439,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
65,443,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
54,101,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
80,202,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
77,270,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
47,228,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
33,304,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
86,128,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
33,468,0,1,0,1,1.7602160821154045,-0.5804294925381316,1.669694219873444,4
21,376,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
22,165,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
44,404,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
94,194,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
52,378,0,1,0,0,1.7602160821154045,-0.5804294925381316,-0.5989120572049601,4
47,256,0,1,0,0,1.7602160821154045,-0.5804294925381316,-0.5989120572049601,4
77,108,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
60,103,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
13,485,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
67,107,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
24,49,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
64,77,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
54,359,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
90,140,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
25,216,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
30,390,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
73,78,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
83,81,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
60,5,0,0,1,0,-0.5681120689115885,1.7228621442976708,-0.5989120572049601,2
17,211,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
54,69,0,1,0,1,1.7602160821154045,-0.5804294925381316,1.669694219873444,4
86,231,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
63,465,0,0,1,0,-0.5681120689115885,1.7228621442976708,-0.5989120572049601,2
42,206,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
62,151,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
82,57,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
6,144,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
16,32,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
9,51,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
64,274,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
47,242,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
64,221,1,0,0,1,-0.5681120689115885,-0.5804294925381316,-0.5989120569780995,1
64,317,0,0,1,0,-0.5681120689115885,1.7228621442976708,-0.5989120572049601,2
66,292,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
24,281,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
2,151,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
14,290,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
84,414,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
64,17,1,1,1,1,-0.5681120686787556,-0.5804294923078024,-0.5989120569780995,1
48,416,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
47,264,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
74,193,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
71,370,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
55,38,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
25,460,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
46,167,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
67,166,1,0,1,0,-0.5681120689115885,-0.5804294923078024,-0.5989120572049601,1
40,312,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
92,306,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
80,115,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
12,243,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
67,39,0,1,0,1,1.7602160821154045,-0.5804294925381316,1.669694219873444,4
45,79,1,0,1,0,-0.5681120689115885,-0.5804294923078024,-0.5989120572049601,1
97,10,1,1,0,1,-0.5681120686787556,-0.5804294925381316,-0.5989120569780995,1
28,239,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
80,129,1,0,1,0,-0.5681120689115885,-0.5804294923078024,-0.5989120572049601,1
100,137,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
57,191,1,1,1,1,-0.5681120686787556,-0.5804294923078024,-0.5989120569780995,1
93,25,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
13,295,0,1,0,0,1.7602160821154045,-0.5804294925381316,-0.5989120572049601,4
79,51,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
49,146,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
67,268,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
86,339,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
88,47,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
25,28,1,1,1,1,-0.5681120686787556,-0.5804294923078024,-0.5989120569780995,1
88,460,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
81,308,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
18,262,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
48,371,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
37,79,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
63,290,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
63,6,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
81,277,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
20,200,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
100,323,0,1,0,0,1.7602160821154045,-0.5804294925381316,-0.5989120572049601,4
23,228,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
4,172,0,0,0,1,-0.5681120689115885,-0.5804294925381316,1.669694219873444,3
71,458,1,1,1,0,-0.5681120686787556,-0.5804294923078024,-0.5989120572049601,1
4,377,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
41,379,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
45,197,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
12,320,0,0,1,0,-0.5681120689115885,1.7228621442976708,-0.5989120572049601,2
74,166,0,0,1,0,-0.5681120689115885,1.7228621442976708,-0.5989120572049601,2
31,250,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
57,269,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
44,327,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
49,21,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
63,5,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
6,18,0,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
94,281,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
22,88,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
95,30,1,0,0,0,-0.5681120689115885,-0.5804294925381316,-0.5989120572049601,1
56,143,1,0,1,0,-0.5681120689115885,-0.5804294923078024,-0.5989120572049601,1
97,21,0,1,1,0,1.7602160821154045,1.7228621442976708,-0.5989120572049601,0
36,90,0,1,1,1,1.7602160821154045,1.7228621442976708,1.669694219873444,0
87,86,1,0,1,1,-0.5681120689115885,-0.5804294923078024,-0.5989120569780995,1
43,424,0,1,0,1,1.7602160821154045,-0.5804294925381316,1.669694219873444,4
67,88,1,1,1,1,-0.5681120686787556,-0.5804294923078024,-0.5989120569780995,1
91,454,1,0,1,0,-0.5681120689115885,-0.5804294923078024,-0.5989120572049601,1
72,146,1,1,0,0,-0.5681120686787556,-0.5804294925381316,-0.5989120572049601,1
7,454,0,0,1,1,-0.5681120689115885,1.7228621442976708,1.669694219873444,2
84,304,0,1,0,0,1.7602160821154045,-0.5804294925381316,-0.5989120572049601,4
